SEQUENCE	inoculum1.control.t0	inoculum1.control.t2	inoculum1.treatment.t0	inoculum1.treatment.t2	inoculum2.control.t0	inoculum2.control.t2	inoculum2.treatment.t0	inoculum2.treatment.t2
otu2026	0	0	0	0	0	0	1	0
otu2027	0	0	0	0	1	1	1	0
otu2028	0	0	0	0	4	0	1	1
otu2029	0	0	0	0	0	1	0	0
otu2030	1	0	0	0	0	0	0	0
otu2031	0	0	0	0	2	0	1	0
otu2032	0	0	0	1	0	0	0	0
otu2033	0	0	0	0	0	0	1	0
otu2034	0	0	0	1	0	1	0	2
otu2035	0	0	0	0	0	0	1	0
otu2036	0	1	0	0	0	0	0	0
otu2037	0	0	0	1	0	0	0	0
otu2038	0	0	0	0	0	0	1	0
otu2039	0	1	1	0	0	0	1	0
otu2040	0	1	0	0	0	0	0	0
otu2041	0	0	0	0	1	0	0	0
otu2042	0	0	0	0	0	2	0	0
otu2043	0	0	0	0	0	1	0	0
otu2044	0	0	0	5	0	0	0	0
otu2045	0	0	0	0	0	1	0	0
otu2046	0	0	0	1	0	0	0	0
otu2047	0	0	0	7	0	0	0	0
otu2048	0	0	0	0	1	2	1	0
otu2049	1	0	1	0	0	0	0	0
otu2050	0	0	0	0	2	0	0	0
otu2051	0	0	0	0	0	3	0	0
otu2052	0	0	0	0	0	1	0	0
otu2053	0	0	0	0	1	1	0	0
otu2054	0	0	0	0	0	1	0	0
otu2055	0	0	0	0	1	2	0	0
otu2056	0	0	0	0	0	0	2	0
otu2057	0	0	0	0	0	0	1	0
otu2058	0	0	0	0	0	0	0	1
otu2059	1	0	0	0	0	0	0	0
otu2060	0	0	0	0	0	2	0	0
otu2061	0	0	0	0	0	0	1	0
otu2062	0	0	0	1	0	0	1	0
otu2063	0	0	0	0	0	0	1	0
otu2064	1	0	0	7	0	0	0	0
otu2065	0	0	0	7	0	0	0	0
otu2066	0	0	0	0	1	1	0	0
otu2067	0	0	0	0	0	1	0	0
otu2068	0	0	0	1	1	0	0	0
otu2069	0	0	0	0	0	0	0	3
otu2070	1	0	0	1	0	0	0	0
otu2071	0	0	0	0	0	1	0	0
otu2072	0	0	0	0	0	0	1	2
otu2073	0	0	0	0	1	0	0	0
otu2074	0	0	0	0	0	4	0	0
otu2075	0	0	0	0	0	1	0	0
otu2076	0	0	0	0	0	0	0	6
otu2077	0	0	0	0	0	4	0	0
otu2078	0	0	0	0	0	7	0	0
otu2079	0	0	0	0	0	0	1	0
otu2080	0	0	0	0	1	0	0	0
otu2081	1	0	0	0	0	0	0	0
otu2082	1	0	0	0	0	0	0	0
otu2083	0	0	0	0	0	0	1	1
otu2084	0	0	0	0	0	1	0	0
otu2085	0	0	0	0	0	0	1	0
otu2086	0	0	0	0	1	7	0	0
otu2087	0	0	0	0	0	1	0	0
otu2088	0	0	0	0	0	0	0	6
otu2089	0	0	0	1	0	0	0	0
otu2090	0	0	0	0	0	1	0	6
otu2091	0	0	0	0	0	6	1	0
otu2092	0	0	0	0	0	2	1	0
otu2093	0	0	0	0	0	0	1	0
otu2094	0	0	0	0	1	0	0	0
otu2095	0	0	0	1	0	0	0	1
otu2096	0	1	0	0	0	0	0	0
otu2097	0	0	0	0	1	1	1	2
otu2098	0	0	0	0	0	2	1	0
otu2099	0	0	0	0	0	0	1	0
otu2100	0	0	0	0	0	0	1	0
otu2101	1	0	0	0	0	1	0	0
otu2102	0	0	0	0	0	1	1	0
otu2103	0	0	0	0	0	0	0	2
otu2104	0	0	0	0	1	2	0	0
otu2105	0	0	0	0	0	1	0	0
otu2106	0	0	0	0	0	1	0	0
otu2107	0	0	0	0	0	2	0	0
otu2108	1	0	0	0	0	0	0	0
otu2109	0	0	0	0	0	0	0	4
otu2110	0	0	1	0	0	0	0	0
otu2111	0	0	0	3	0	0	0	0
otu2112	0	0	0	0	0	0	1	0
otu2113	0	0	0	1	1	0	0	3
otu2114	1	0	0	0	2	0	0	0
otu2115	0	0	0	0	0	0	1	0
otu2116	0	0	0	0	1	1	0	0
otu2117	0	0	0	0	0	1	0	0
otu2118	0	0	0	0	0	0	1	0
otu2119	0	0	0	0	0	1	0	0
otu2120	0	0	0	0	0	1	0	0
otu2121	0	0	0	2	0	0	0	0
otu2122	0	0	0	0	0	2	0	0
otu2123	1	0	0	0	0	0	0	0
otu2124	0	0	0	2	0	0	0	0
otu2125	1	1	0	0	0	0	0	0
otu2126	0	1	1	0	0	0	1	0
otu2127	0	0	3	0	0	0	0	0
otu2128	0	0	0	1	0	0	0	0
otu2129	0	0	0	0	0	1	0	0
otu2130	0	0	0	0	0	0	1	0
otu2131	0	0	0	0	1	0	0	0
otu2132	0	0	0	1	0	0	0	0
otu2133	0	0	0	0	0	7	0	0
otu2134	2	0	0	0	0	0	0	0
otu2135	1	0	0	0	0	0	0	0
otu2136	0	0	0	2	0	0	0	0
otu2137	0	0	0	0	0	0	0	6
otu2138	0	0	0	7	0	0	0	0
otu2139	0	0	0	0	0	0	1	0
otu2140	0	0	0	0	0	0	1	0
otu2141	0	0	0	0	0	1	0	0
otu2142	0	0	0	0	0	1	0	0
otu2143	0	0	0	0	0	1	1	0
otu2144	0	0	0	1	0	0	1	0
otu2145	0	0	0	1	0	1	0	3
otu2146	3	0	0	1	0	0	0	0
otu2147	0	0	0	1	0	3	1	0
otu2148	2	0	0	0	0	0	1	0
otu2149	0	0	0	1	0	1	0	0
otu2150	0	0	1	0	0	0	0	0
otu2151	0	0	0	0	0	0	1	0
otu2152	1	0	0	0	0	0	2	0
otu2153	0	0	0	1	0	0	0	0
otu2154	0	0	0	0	1	0	0	0
otu2155	0	0	0	0	0	0	1	0
otu2156	0	0	0	0	0	1	0	0
otu2157	0	1	0	0	0	0	0	0
otu2158	0	0	0	0	0	1	0	0
otu2159	0	0	0	3	0	0	0	0
otu2160	0	0	0	1	0	0	0	0
otu2161	0	0	0	0	0	0	1	0
otu2162	0	0	0	0	0	1	0	4
otu2163	0	0	0	0	0	0	1	0
otu2164	0	0	0	0	0	1	0	0
otu2165	0	0	0	1	0	1	0	0
otu2166	0	0	0	0	0	8	0	0
otu2167	0	0	0	0	1	0	0	6
otu2168	0	0	0	0	0	0	1	0
otu2169	0	0	0	0	0	0	0	3
otu2170	0	0	0	0	1	2	1	0
otu2171	0	0	0	1	0	0	0	0
otu2172	0	0	0	8	0	0	0	0
otu2173	0	0	0	0	0	3	0	0
otu2174	1	0	0	0	0	1	0	0
otu2175	0	0	0	0	1	0	0	0
otu2176	0	0	0	0	0	0	0	3
otu2177	0	0	0	1	0	0	0	0
otu2178	0	0	0	1	0	2	1	0
otu2179	0	0	0	1	0	0	0	0
otu2180	0	0	0	0	1	0	0	0
otu2181	0	0	0	0	2	0	0	0
otu2182	0	0	0	0	0	0	1	4
otu2183	0	0	0	0	0	1	0	0
otu2184	0	0	0	0	0	1	0	0
otu2185	0	0	0	0	0	0	0	3
otu2186	0	0	0	0	0	2	0	0
otu2187	1	0	0	0	0	0	0	0
otu2188	1	0	1	0	0	0	1	0
otu2189	1	0	0	0	0	0	0	0
otu2190	0	0	0	2	0	0	0	0
otu2191	0	0	0	0	0	2	0	0
otu2192	0	0	0	1	0	0	0	0
otu2193	0	0	0	1	0	0	0	0
otu2194	0	0	0	1	0	0	0	0
otu2195	0	0	1	1	0	0	0	0
otu2196	0	0	0	0	0	1	1	0
otu2197	0	0	0	0	0	2	0	0
otu2198	0	1	0	0	0	0	0	0
otu2199	0	0	0	7	0	0	0	0
otu2200	1	0	0	0	0	0	0	0
otu2201	0	0	0	0	0	2	0	0
otu2202	0	0	0	1	0	0	0	2
otu2203	0	0	0	0	0	6	0	0
otu2204	0	0	0	0	0	1	0	0
otu2205	0	0	2	0	0	0	0	0
otu2206	0	0	0	0	0	0	1	0
otu2207	1	0	0	0	0	0	0	0
otu2208	0	2	0	0	0	0	0	0
otu2209	0	0	0	0	1	1	0	0
otu2210	0	0	0	0	0	1	1	0
otu2211	0	0	0	0	0	0	1	0
otu2212	0	0	0	4	0	2	0	1
otu2213	0	0	0	0	0	1	0	1
otu2214	0	0	0	0	1	0	0	0
otu2215	0	0	0	0	3	1	0	0
otu2216	0	0	0	1	0	0	1	0
otu2217	0	0	0	1	0	0	1	0
otu2218	0	0	0	0	1	0	2	0
otu2219	0	0	0	0	0	0	1	1
otu2220	0	0	0	0	0	1	0	0
otu2221	0	0	0	0	0	1	0	5
otu2222	0	0	0	0	0	0	0	4
otu2223	0	0	0	0	0	0	1	1
otu2224	0	0	0	0	0	1	0	0
otu2225	0	0	0	1	0	0	0	5
otu2226	0	0	0	0	0	2	0	0
otu2227	0	0	0	0	0	1	0	0
otu2228	0	0	0	0	0	0	1	0
otu2229	0	0	0	0	0	1	0	0
otu2230	0	0	0	1	0	0	0	0
otu2231	0	0	0	0	0	0	1	0
otu2232	0	0	0	0	0	0	1	0
otu2233	0	1	1	0	0	0	0	0
otu2234	0	0	0	0	0	1	0	0
otu2235	0	0	0	0	0	0	1	0
otu2236	0	0	0	0	0	1	0	0
otu2237	0	0	0	1	0	1	0	1
otu2238	0	0	0	0	0	1	0	0
otu2239	0	0	0	0	2	0	0	0
otu2240	0	0	0	1	1	1	0	0
otu2241	0	0	0	0	1	0	1	0
otu2242	0	2	1	0	0	0	0	0
otu2243	0	0	0	0	0	1	0	0
otu2244	0	0	0	0	0	2	1	0
otu2245	0	0	0	0	0	0	1	0
otu2246	0	0	0	1	0	0	0	4
otu2247	0	0	0	0	0	2	0	0
otu2248	1	0	0	0	0	0	0	0
otu2249	0	0	0	0	1	1	1	0
otu2250	0	1	0	0	0	0	0	0
otu2251	0	0	0	0	0	0	1	0
otu2252	1	0	0	0	0	0	1	0
otu2253	0	0	0	0	0	1	0	0
otu2254	0	0	0	0	1	1	2	0
otu2255	0	0	0	2	2	1	0	0
otu2256	0	0	0	0	0	1	0	0
otu2257	0	0	0	1	0	0	0	5
otu2258	0	1	0	1	0	0	0	0
otu2259	0	0	0	1	1	1	0	0
otu2260	0	1	0	0	1	0	1	0
otu2261	0	0	0	0	0	0	1	0
otu2262	0	0	0	0	0	0	2	0
otu2263	0	0	0	1	0	0	0	0
otu2264	0	0	0	0	0	0	1	0
otu2265	0	0	0	0	0	1	0	0
otu2266	0	0	0	0	0	1	1	0
otu2267	0	0	0	0	0	1	0	0
otu2268	0	0	0	7	0	0	0	0
otu2269	0	0	0	0	0	1	1	0
otu2270	0	0	0	7	0	0	0	0
otu2271	0	0	0	0	0	0	0	3
otu2272	0	0	0	6	0	0	0	0
otu2273	0	0	0	0	1	0	0	0
otu2274	0	0	0	0	0	1	0	0
otu2275	2	0	0	0	0	0	0	0
otu2276	0	1	0	0	0	0	0	0
otu2277	0	0	0	0	1	1	1	0
otu2278	0	0	0	0	0	0	1	0
otu2279	0	0	0	0	0	1	0	3
otu2280	1	0	0	0	0	0	0	0
otu2281	0	0	0	0	0	3	0	0
otu2282	0	0	0	0	1	0	0	0
otu2283	0	0	0	0	0	0	1	3
otu2284	0	0	0	2	0	0	0	0
otu2285	0	0	0	1	0	0	0	0
otu2286	0	0	0	0	0	0	2	0
otu2287	0	0	0	0	0	1	0	0
otu2288	0	0	0	0	2	0	2	0
otu2289	2	0	0	0	0	0	0	0
otu2290	0	0	0	0	0	1	0	0
otu2291	0	0	0	1	0	0	0	3
otu2292	1	0	0	0	0	0	0	0
otu2293	0	0	0	0	0	1	0	0
otu2294	0	0	0	0	0	0	0	3
otu2295	0	0	0	1	0	0	0	0
otu2296	0	0	0	0	1	0	0	0
otu2297	0	0	0	0	0	0	1	0
otu2298	0	0	0	2	0	0	0	0
otu2299	0	0	0	0	1	0	0	0
otu2300	0	0	0	0	1	0	1	0
otu2301	0	0	1	0	0	0	0	0
otu2302	1	0	0	0	0	1	1	0
otu2303	0	0	0	7	0	0	0	0
otu2304	0	0	0	1	0	0	0	0
otu2305	0	0	0	1	0	0	0	0
otu2306	0	0	0	0	0	0	0	4
otu2307	0	0	1	0	0	0	0	0
otu2308	0	0	0	0	0	0	0	5
otu2309	0	0	0	0	0	0	2	0
otu2310	0	0	0	0	1	0	0	0
otu2311	2	0	0	0	1	1	0	0
otu2312	1	0	0	1	0	0	0	0
otu2313	0	1	0	0	0	0	0	0
otu2314	2	0	0	0	0	0	0	0
otu2315	0	0	0	0	0	1	0	0
otu2316	0	0	0	0	0	3	0	0
otu2317	0	0	0	0	1	1	1	0
otu2318	0	0	0	1	0	0	0	0
otu2319	0	0	0	0	2	0	3	0
otu2320	0	0	0	0	0	2	0	0
otu2321	0	0	0	0	0	0	0	4
otu2322	0	0	0	2	0	0	0	0
otu2323	0	0	0	0	0	6	0	0
otu2324	1	0	0	0	0	0	0	0
otu2325	1	0	0	0	0	0	0	0
otu2326	0	0	0	1	0	0	0	4
otu2327	0	0	0	0	0	1	0	0
otu2328	0	0	0	0	1	2	1	0
otu2329	0	0	0	1	0	0	1	0
otu2330	1	0	0	0	0	0	1	0
otu2331	0	0	0	7	0	0	0	0
otu2332	0	0	0	0	0	0	1	0
otu2333	0	0	0	0	0	2	0	4
otu2334	0	0	0	0	0	1	0	0
otu2335	0	0	0	0	2	0	0	0
otu2336	0	0	0	0	0	1	0	0
otu2337	0	0	0	1	0	0	0	0
otu2338	0	0	0	0	0	0	1	0
otu2339	0	0	0	1	0	0	0	0
otu2340	0	0	0	5	0	0	0	0
otu2341	0	1	0	1	0	1	0	1
otu2342	0	0	0	6	0	0	0	0
otu2343	1	0	0	0	0	1	0	0
otu2344	0	0	0	0	0	0	1	0
otu2345	0	0	0	0	0	3	0	0
otu2346	0	0	0	0	0	0	1	0
otu2347	0	0	0	0	0	2	1	0
otu2348	0	0	0	0	2	1	0	0
otu2349	0	0	0	0	0	3	0	0
otu2350	0	0	0	0	0	0	0	4
otu2351	0	0	0	0	0	0	1	0
otu2352	0	0	0	0	0	0	7	0
otu2353	0	0	0	0	0	1	1	0
otu2354	0	0	0	0	0	1	0	0
otu2355	0	0	0	0	0	1	1	0
otu2356	0	0	0	0	0	1	0	0
otu2357	0	0	0	1	0	0	0	0
otu2358	0	0	0	0	1	0	1	0
otu2359	0	0	0	0	0	1	0	0
otu2360	1	0	0	0	0	0	0	0
otu2361	1	1	0	0	0	0	0	0
otu2362	0	0	0	0	1	0	0	0
otu2363	0	0	0	0	1	0	2	0
otu2364	0	0	0	1	0	0	0	0
otu2365	0	1	0	0	0	1	1	0
otu2366	0	0	0	0	0	2	0	0
otu2367	0	0	0	0	1	2	0	0
otu2368	0	0	0	0	0	1	0	0
otu2369	2	0	0	0	0	0	0	0
otu2370	0	0	0	0	1	0	2	0
otu2371	0	0	1	0	0	0	0	0
otu2372	0	0	0	3	0	0	0	0
otu2373	0	0	0	7	0	0	0	0
otu2374	0	0	0	2	0	0	0	0
otu2375	0	0	0	0	0	1	1	0
otu2376	0	0	0	1	0	0	0	0
otu2377	0	0	0	0	0	2	0	4
otu2378	0	1	0	0	0	0	0	2
otu2379	0	0	0	0	0	0	1	0
otu2380	0	0	0	0	0	1	0	0
otu2381	1	0	0	0	0	0	0	0
otu2382	0	0	0	0	0	7	0	0
otu2383	1	0	0	0	0	0	0	0
otu2384	0	0	0	0	0	0	0	4
otu2385	0	0	0	0	3	0	0	0
otu2386	0	0	0	0	0	1	2	0
otu2387	1	0	0	0	0	0	0	0
otu2388	0	0	0	0	0	1	1	4
otu2389	1	0	0	0	0	0	0	0
otu2390	0	0	0	0	0	2	0	0
otu2391	0	0	0	7	0	0	0	0
otu2392	0	0	0	0	1	1	1	0
otu2393	0	0	0	0	0	0	1	0
otu2394	0	0	0	0	0	1	0	0
otu2395	0	0	0	1	0	0	0	0
otu2396	0	0	0	1	0	0	0	0
otu2397	0	0	0	0	0	2	0	0
otu2398	1	0	0	0	0	0	0	0
otu2399	0	2	0	1	0	0	0	0
otu2400	0	0	0	0	1	0	2	0
otu2401	0	0	0	0	0	0	1	0
otu2402	0	0	0	0	0	1	0	0
otu2403	0	0	0	0	1	0	0	0
otu2404	0	0	0	0	0	0	1	0
otu2405	0	0	0	0	0	0	1	0
otu2406	0	0	0	0	0	1	0	0
otu2407	0	0	0	0	0	1	0	0
otu2408	0	0	0	0	0	0	1	0
otu2409	0	0	0	0	1	0	0	0
otu2410	1	0	0	0	0	0	0	0
otu2411	1	0	0	0	0	0	0	0
otu2412	0	0	0	0	0	7	0	0
otu2413	0	0	0	0	0	0	0	3
otu2414	0	0	0	1	2	1	0	0
otu2415	1	0	0	0	0	0	0	0
otu2416	0	0	0	7	0	0	0	0
otu2417	0	0	0	0	0	1	0	0
otu2418	0	0	0	6	0	0	0	0
otu2419	0	1	0	1	1	0	0	0
otu2420	0	0	0	0	0	5	0	0
otu2421	1	0	0	0	0	0	0	0
otu2422	0	0	0	1	0	0	0	0
otu2423	0	0	0	0	0	0	0	2
otu2424	0	0	0	0	0	0	1	0
otu2425	0	0	0	0	1	0	0	0
otu2426	0	0	0	7	0	0	0	0
otu2427	0	0	0	0	0	0	2	0
otu2428	0	0	0	1	0	0	0	0
otu2429	0	0	0	0	0	1	0	0
otu2430	0	0	0	0	0	0	0	5
otu2431	0	0	0	0	0	0	1	0
otu2432	0	0	0	0	0	1	0	0
otu2433	0	0	0	0	0	1	0	0
otu2434	2	0	0	0	0	0	0	0
otu2435	0	0	0	0	0	0	1	0
otu2436	0	0	0	4	0	1	0	2
otu2437	0	0	0	0	1	0	0	0
otu2438	2	0	0	0	0	0	0	0
otu2439	0	0	0	0	0	1	0	0
otu2440	0	0	0	0	0	1	0	0
otu2441	1	0	0	0	0	0	0	0
otu2442	0	0	0	0	0	1	0	0
otu2443	0	0	0	0	0	0	2	0
otu2444	0	0	0	7	0	0	0	0
otu2445	0	0	0	0	0	1	0	0
otu2446	0	0	0	0	0	4	0	0
otu2447	1	0	0	0	0	0	0	0
otu2448	0	0	0	0	0	3	0	0
otu2449	0	0	0	0	0	5	0	0
otu2450	0	0	0	1	0	0	0	0
otu2451	0	0	0	0	0	0	0	3
otu2452	0	0	0	0	0	1	0	0
otu2453	0	0	0	0	0	6	0	0
otu2454	0	0	0	1	0	0	2	0
otu2455	0	0	0	1	0	1	0	0
otu2456	0	0	0	0	0	0	1	0
otu2457	0	0	0	1	0	1	0	0
otu2458	0	0	0	7	0	0	0	0
otu2459	0	0	0	0	0	0	1	0
otu2460	0	0	0	1	0	0	1	0
otu2461	0	0	0	0	0	1	0	0
otu2462	0	0	0	0	1	0	0	0
otu2463	0	0	0	4	0	0	0	0
otu2464	0	0	0	0	0	2	0	0
otu2465	0	0	0	0	1	0	0	0
otu2466	0	0	0	1	0	0	0	0
otu2467	0	0	0	0	0	0	0	1
otu2468	0	0	0	1	0	0	0	0
otu2469	0	0	0	1	1	3	0	0
otu2470	0	0	0	0	0	2	0	0
otu2471	0	0	0	1	0	1	0	0
otu2472	0	0	0	1	0	0	0	3
otu2473	0	0	0	0	0	2	1	0
otu2474	0	0	0	0	0	0	1	0
otu2475	0	0	0	1	0	0	0	0
otu2476	0	0	0	0	0	1	0	0
otu2477	0	0	2	0	0	0	0	0
otu2478	0	0	0	0	0	1	3	0
otu2479	0	0	0	1	0	0	0	5
otu2480	0	0	0	0	0	1	0	0
otu2481	0	0	0	0	1	1	0	0
otu2482	0	0	0	0	1	0	0	0
otu2483	0	0	0	0	1	0	1	0
otu2484	0	0	0	0	1	0	0	0
otu2485	0	0	0	0	0	0	0	6
otu2486	0	0	0	0	0	1	0	0
otu2487	0	0	0	0	1	1	1	0
otu2488	0	0	0	0	0	0	0	3
otu2489	0	0	0	0	0	2	1	0
otu2490	0	0	0	0	0	0	1	0
otu2491	0	0	0	1	0	0	0	0
otu2492	0	0	0	2	0	0	0	0
otu2493	0	0	0	2	0	0	0	0
otu2494	0	0	0	0	0	0	0	2
otu2495	0	0	0	0	0	2	0	0
otu2496	0	0	0	0	0	0	0	3
otu2497	1	1	0	1	0	0	0	0
otu2498	2	0	0	0	0	0	0	0
otu2499	0	0	0	0	0	1	0	0
otu2500	0	0	0	0	0	1	0	0
otu2501	0	0	0	0	0	1	0	0
otu2502	0	0	0	0	0	3	0	0
otu2503	0	0	0	1	0	1	0	0
otu2504	0	0	0	0	0	2	0	0
otu2505	0	0	0	0	0	1	0	0
otu2506	0	0	0	0	0	1	0	2
otu2507	0	0	0	0	1	1	0	0
otu2508	0	0	0	0	0	1	0	0
otu2509	0	0	0	0	0	1	0	0
otu2510	0	0	0	0	0	3	0	0
otu2511	1	0	0	0	0	0	0	0
otu2512	0	0	0	0	1	0	0	0
otu2513	0	0	0	0	0	2	0	0
otu2514	0	0	0	0	0	0	0	3
otu2515	0	0	0	1	0	0	0	0
otu2516	0	0	0	0	0	0	0	5
otu2517	0	0	0	0	1	0	2	0
otu2518	0	0	0	0	0	1	0	4
otu2519	0	0	0	0	0	0	0	1
otu2520	0	0	0	0	1	1	0	0
otu2521	0	0	0	0	1	0	0	0
otu2522	0	0	0	0	0	0	2	0
otu2523	0	0	0	0	0	1	0	0
otu2524	0	0	0	0	0	1	0	0
otu2525	0	0	0	2	0	1	0	0
otu2526	0	0	0	0	0	0	0	7
otu2527	0	0	0	0	0	0	1	0
otu2528	0	0	0	0	0	2	0	0
otu2529	0	0	0	0	0	5	0	0
otu2530	0	0	0	0	0	0	1	0
otu2531	0	0	0	0	0	0	0	2
otu2532	0	0	0	0	0	0	2	0
otu2533	0	0	0	0	0	1	0	5
otu2534	1	0	0	0	0	1	1	0
otu2535	0	0	0	1	0	0	0	0
otu2536	0	0	0	1	0	0	0	0
otu2537	1	0	0	0	0	0	0	0
otu2538	0	0	0	0	1	0	0	0
otu2539	0	0	0	0	0	7	0	0
otu2540	0	0	0	0	0	2	1	0
otu2541	0	0	0	2	0	1	0	0
otu2542	0	0	0	0	0	0	0	2
otu2543	0	0	0	0	0	1	1	0
otu2544	0	0	0	1	0	2	0	0
otu2545	0	0	0	0	2	0	0	0
otu2546	0	0	0	1	0	0	0	0
otu2547	0	0	0	7	0	0	0	0
otu2548	0	0	0	2	0	0	0	0
otu2549	0	0	0	1	0	0	1	0
otu2550	0	0	0	0	0	0	1	0
otu2551	0	0	0	0	1	0	0	0
otu2552	0	0	0	0	0	7	0	0
otu2553	0	0	0	0	0	1	1	0
otu2554	0	0	0	0	0	0	1	0
otu2555	3	0	0	0	0	0	0	0
otu2556	0	0	0	0	0	0	0	2
otu2557	0	0	0	0	0	0	0	3
otu2558	0	0	0	0	0	1	0	3
otu2559	1	0	1	0	0	0	0	0
otu2560	1	0	0	1	0	2	0	0
otu2561	0	0	0	0	0	2	0	0
otu2562	0	0	0	2	0	0	0	3
otu2563	0	0	0	0	0	1	0	0
otu2564	0	0	0	6	0	0	0	0
otu2565	0	0	0	0	0	3	0	0
otu2566	0	0	0	0	0	1	0	0
otu2567	0	0	0	0	0	2	0	0
otu2568	0	0	0	0	0	0	1	0
otu2569	0	0	0	1	0	0	0	0
otu2570	0	0	0	1	0	0	0	1
otu2571	0	0	0	0	0	3	0	0
otu2572	0	0	0	1	0	0	0	0
otu2573	0	0	0	0	0	1	1	0
otu2574	0	0	0	1	0	0	0	2
otu2575	0	0	0	0	0	0	0	5
otu2576	0	0	0	1	0	0	0	0
otu2577	0	0	0	2	0	0	0	0
otu2578	0	0	0	0	1	0	0	0
otu2579	0	0	0	0	0	1	0	0
otu2580	0	0	0	0	0	0	0	4
otu2581	0	0	1	0	0	0	0	0
otu2582	0	0	0	0	0	5	0	0
otu2583	0	0	0	6	0	0	0	0
otu2584	0	0	0	0	0	0	0	2
otu2585	0	0	0	0	0	1	0	0
otu2586	0	0	0	0	0	1	0	0
otu2587	0	0	0	0	0	2	0	0
otu2588	0	0	0	0	0	1	0	0
otu2589	0	0	0	0	0	1	0	0
otu2590	0	0	0	0	1	2	0	0
otu2591	0	0	0	0	1	0	0	0
otu2592	0	0	0	0	2	0	0	0
otu2593	0	0	0	0	0	0	6	0
otu2594	0	0	0	6	0	0	0	0
otu2595	0	0	0	0	0	2	1	0
otu2596	0	0	0	0	0	1	0	0
otu2597	0	0	0	0	1	0	1	0
otu2598	0	0	0	0	0	0	1	0
otu2599	0	0	0	1	0	0	0	0
otu2600	0	0	0	3	0	0	0	0
otu2601	1	0	0	0	0	0	0	0
otu2602	0	1	0	0	0	0	0	0
otu2603	0	0	0	0	0	1	0	0
otu2604	0	0	0	1	0	1	0	0
otu2605	0	0	0	0	0	1	0	0
otu2606	0	0	0	0	0	1	0	0
otu2607	0	0	0	0	0	0	0	4
otu2608	0	0	0	0	0	2	0	0
otu2609	0	0	0	0	0	0	2	4
otu2610	0	0	0	1	0	0	0	0
otu2611	0	0	0	1	0	0	1	0
otu2612	0	0	0	0	0	5	0	0
otu2613	0	0	0	0	0	1	0	0
otu2614	0	0	0	1	0	0	0	0
otu2615	0	0	0	0	0	4	0	2
otu2616	0	0	0	0	0	0	0	2
otu2617	0	0	0	0	0	0	1	0
otu2618	0	0	0	0	0	1	0	0
otu2619	0	0	0	0	0	0	1	0
otu2620	0	0	0	0	0	0	0	6
otu2621	0	0	0	0	0	2	0	0
otu2622	0	0	0	0	1	0	0	0
otu2623	1	0	0	0	1	1	1	0
otu2624	1	0	0	0	0	0	0	0
otu2625	0	0	0	0	0	2	0	0
otu2626	0	0	0	0	1	1	1	0
otu2627	0	0	0	1	0	0	0	4
otu2628	0	0	0	1	0	0	0	1
otu2629	0	0	1	0	0	0	0	0
otu2630	0	0	0	0	0	1	0	0
otu2631	0	0	0	2	0	4	0	0
otu2632	0	0	0	0	0	0	0	6
otu2633	0	1	0	0	0	0	0	0
otu2634	0	0	0	1	0	0	0	0
otu2635	0	0	0	0	1	1	2	0
otu2636	0	0	0	0	0	0	2	0
otu2637	0	0	0	0	1	0	1	0
otu2638	0	0	0	0	2	0	0	0
otu2639	0	0	0	0	0	1	0	0
otu2640	0	0	0	0	0	0	1	0
otu2641	0	0	0	0	0	5	0	0
otu2642	0	1	0	0	0	0	0	0
otu2643	0	0	0	0	0	0	0	6
otu2644	0	0	0	0	0	2	0	0
otu2645	0	0	1	0	0	1	1	0
otu2646	0	0	0	0	0	4	0	0
otu2647	0	0	0	0	0	1	0	0
otu2648	0	0	0	0	1	0	2	0
otu2649	0	0	0	5	0	0	0	0
otu2650	0	0	0	0	0	1	0	0
otu2651	0	0	0	0	0	1	0	0
otu2652	0	0	0	0	1	0	0	0
otu2653	0	0	0	0	0	0	0	4
otu2654	0	0	0	0	1	0	0	0
otu2655	1	0	0	0	0	0	0	0
otu2656	0	0	0	0	1	0	0	0
otu2657	1	0	0	0	0	0	0	0
otu2658	1	0	0	0	0	1	0	0
otu2659	0	0	0	2	0	2	0	0
otu2660	0	0	0	2	0	0	0	0
otu2661	0	0	0	0	1	1	0	0
otu2662	0	0	0	0	0	0	1	0
otu2663	0	0	0	0	0	1	0	0
otu2664	1	0	0	0	0	0	0	0
otu2665	0	0	0	0	1	0	0	0
otu2666	0	0	0	6	0	0	0	0
otu2667	0	0	0	0	0	2	1	0
otu2668	0	0	0	0	1	1	0	0
otu2669	0	0	0	0	0	0	0	1
otu2670	0	0	0	0	0	1	0	0
otu2671	0	0	0	0	1	1	0	0
otu2672	0	0	0	0	0	0	1	0
otu2673	0	0	0	1	0	1	0	0
otu2674	0	0	0	0	0	2	0	0
otu2675	0	0	0	0	0	0	0	2
otu2676	0	0	0	0	0	2	0	0
otu2677	0	0	0	1	0	0	0	1
otu2678	0	0	0	0	0	1	2	0
otu2679	0	0	0	0	0	1	0	4
otu2680	1	0	0	0	0	0	0	0
otu2681	0	0	0	5	0	0	0	0
otu2682	0	0	0	1	0	0	0	0
otu2683	0	0	0	0	0	1	1	0
otu2684	0	0	0	0	0	0	0	3
otu2685	0	0	0	0	0	0	1	0
otu2686	0	0	0	1	0	0	0	0
